sp_id	sp_gq_id	age	sex
936845879	450004091	20	F
936845880	450004091	23	F
936845881	450004091	21	F
936845882	450004091	22	F
936845814	450004091	19	F
936846393	450004093	22	M
936846784	450004093	20	F
936846783	450004093	19	F
936846782	450004093	20	F
936846781	450004093	21	F
936846780	450004093	22	F
936846779	450004093	19	F
936846778	450004093	23	F
936846777	450004093	19	F
936846776	450004093	22	F
936846775	450004093	18	F
936846774	450004093	19	F
936846800	450004093	19	F
936846801	450004093	19	F
936846802	450004093	21	F
936846803	450004093	20	F
936846804	450004093	21	F
936846805	450004093	19	F
936846806	450004093	19	F
936846807	450004093	24	F
936846808	450004093	19	F
936846809	450004093	19	F
936846810	450004093	19	F
936846811	450004093	19	F
936846812	450004093	29	F
936846773	450004093	20	F
936846772	450004093	22	F
936846771	450004093	18	F
936846813	450004093	20	F
936846814	450004093	18	F
936846815	450004093	24	F
936846816	450004093	19	F
936846817	450004093	32	F
936846818	450004093	18	F
936846819	450004093	18	F
936846820	450004093	19	F
936846821	450004093	18	F
936846822	450004093	19	F
936846823	450004093	20	F
936846824	450004093	23	F
936846825	450004093	21	F
936846826	450004093	21	F
936846827	450004093	19	F
936846828	450004093	19	F
936846829	450004093	19	F
936846830	450004093	18	F
936846831	450004093	19	F
936846832	450004093	21	F
936846833	450004093	22	F
936846834	450004093	18	F
936846835	450004093	19	F
936846836	450004093	20	F
936846837	450004093	21	F
936846838	450004093	24	F
936846839	450004093	19	F
936846840	450004093	20	F
936846841	450004093	24	F
936846842	450004093	18	F
936846843	450004093	19	F
936846844	450004093	22	F
936846845	450004093	18	F
936846846	450004093	19	F
936846847	450004093	19	F
936846848	450004093	20	F
936846849	450004093	19	F
936846850	450004093	20	F
936846851	450004093	24	F
936846852	450004093	20	F
936846853	450004093	21	F
936846854	450004093	18	F
936846855	450004093	23	F
936846856	450004093	19	F
936846857	450004093	22	F
936846858	450004093	18	F
936846859	450004093	19	F
936846860	450004093	19	F
936846861	450004093	23	F
936846862	450004093	22	F
936846863	450004093	19	F
936846864	450004093	20	F
936846865	450004093	18	F
936846866	450004093	23	F
936846867	450004093	18	F
936846868	450004093	19	F
936846869	450004093	21	F
936846870	450004093	18	F
936846871	450004093	19	F
936846872	450004093	18	F
936846873	450004093	20	F
936846874	450004093	19	F
936846875	450004093	18	F
936846876	450004093	21	F
936846877	450004093	18	F
936846878	450004093	18	F
936846879	450004093	19	F
936846880	450004093	19	F
936846881	450004093	21	F
936846882	450004093	28	F
936846883	450004093	23	F
936846884	450004093	18	F
936846885	450004093	19	F
936846886	450004093	18	F
936846887	450004093	23	F
936846888	450004093	18	F
936846889	450004093	18	F
936846890	450004093	19	F
936846891	450004093	22	F
936846892	450004093	21	F
936846893	450004093	20	F
936846894	450004093	19	F
936846895	450004093	18	F
936846896	450004093	21	F
936846897	450004093	19	F
936846898	450004093	18	F
936846899	450004093	22	F
936846900	450004093	19	F
936846901	450004093	19	F
936846902	450004093	20	F
936846903	450004093	19	F
936846904	450004093	19	F
936846905	450004093	19	F
936846906	450004093	24	F
936846907	450004093	20	F
936846908	450004093	29	F
936846909	450004093	23	F
936846910	450004093	22	F
936846911	450004093	20	F
936846912	450004093	24	F
936846913	450004093	19	F
936846914	450004093	19	F
936846915	450004093	19	F
936846916	450004093	18	F
936847185	450004093	23	F
936847184	450004093	20	F
936847183	450004093	20	F
936847182	450004093	19	F
936847181	450004093	19	F
936847180	450004093	20	F
936847179	450004093	19	F
936847178	450004093	18	F
936847177	450004093	21	F
936847176	450004093	19	F
936847175	450004093	21	F
936847174	450004093	19	F
936847173	450004093	23	F
936847172	450004093	20	F
936847171	450004093	19	F
936847170	450004093	19	F
936847169	450004093	19	F
936847168	450004093	20	F
936847167	450004093	19	F
936847166	450004093	18	F
936847165	450004093	20	F
936847164	450004093	24	F
936847163	450004093	18	F
936847162	450004093	24	F
936847161	450004093	23	F
936847160	450004093	23	F
936847159	450004093	19	F
936847158	450004093	19	F
936847157	450004093	20	F
936847156	450004093	19	F
936847155	450004093	19	F
936847154	450004093	18	F
936847153	450004093	19	F
936847152	450004093	20	F
936847151	450004093	23	F
936847150	450004093	23	F
936847149	450004093	20	F
936847148	450004093	19	F
936847147	450004093	19	F
936847146	450004093	22	F
936847145	450004093	21	F
936847144	450004093	24	F
936847143	450004093	23	F
936847142	450004093	24	F
936847141	450004093	19	F
936847140	450004093	22	F
936847139	450004093	21	F
936847138	450004093	19	F
936847137	450004093	18	F
936847136	450004093	22	F
936847135	450004093	21	F
936847134	450004093	21	F
936847133	450004093	18	F
936846770	450004093	18	F
936846769	450004093	20	F
936846768	450004093	21	F
936846767	450004093	18	F
936846766	450004093	18	F
936846765	450004093	32	F
936846764	450004093	19	F
936846763	450004093	29	F
936846762	450004093	19	F
936846761	450004093	19	F
936846760	450004093	18	F
936846759	450004093	18	F
936846758	450004093	24	F
936846757	450004093	19	F
936846756	450004093	21	F
936846755	450004093	18	F
936846754	450004093	19	F
936846753	450004093	23	F
936846752	450004093	18	F
936846751	450004093	19	F
936846750	450004093	19	F
936846749	450004093	19	F
936846748	450004093	18	F
936846747	450004093	18	F
936846746	450004093	18	F
936846745	450004093	19	F
936846744	450004093	19	F
936846743	450004093	21	F
936846742	450004093	28	F
936846741	450004093	19	F
936846740	450004093	18	F
936846739	450004093	18	F
936846738	450004093	19	F
936846737	450004093	19	F
936846736	450004093	19	F
936846735	450004093	18	F
936846734	450004093	24	F
936846733	450004093	23	F
936846732	450004093	19	F
936846731	450004093	19	F
936846730	450004093	20	F
936846729	450004093	19	F
936846728	450004093	24	F
936846727	450004093	18	F
936846726	450004093	19	F
936846725	450004093	19	F
936846724	450004093	21	F
936846723	450004093	18	F
936846722	450004093	18	F
936846721	450004093	19	F
936846720	450004093	23	F
936846719	450004093	19	F
936846718	450004093	18	F
936846717	450004093	22	F
936846716	450004093	18	F
936846715	450004093	20	F
936846714	450004093	18	F
936846713	450004093	19	F
936846712	450004093	19	F
936846711	450004093	19	F
936846710	450004093	20	F
936846709	450004093	23	F
936846708	450004093	21	F
936846707	450004093	18	F
936846706	450004093	19	F
936846705	450004093	18	F
936846704	450004093	18	F
936846703	450004093	19	F
936846702	450004093	19	F
936846701	450004093	24	F
936846700	450004093	22	F
936846699	450004093	24	F
936846698	450004093	24	F
936846697	450004093	20	F
936846696	450004093	19	F
936846695	450004093	20	F
936846694	450004093	23	F
936846693	450004093	22	F
936846692	450004093	18	F
936846691	450004093	19	F
936846690	450004093	19	F
936846689	450004093	23	F
936846688	450004093	18	F
936846687	450004093	18	F
936846686	450004093	18	F
936846685	450004093	19	F
936846684	450004093	19	F
936846683	450004093	19	F
936846682	450004093	19	F
936846681	450004093	18	F
936846680	450004093	23	F
936846679	450004093	24	F
936846678	450004093	19	F
936846677	450004093	19	F
936846676	450004093	18	F
936846675	450004093	23	F
936846674	450004093	18	F
936846673	450004093	31	F
936846672	450004093	18	F
936846671	450004093	19	F
936846670	450004093	21	F
936846669	450004093	23	F
936846668	450004093	23	F
936846667	450004093	18	F
936846666	450004093	21	F
936846665	450004093	21	F
936846664	450004093	24	F
936846663	450004093	18	F
936846662	450004093	18	F
936846661	450004093	20	F
936846660	450004093	18	F
936846659	450004093	19	F
936846658	450004093	19	F
936846657	450004093	19	F
936846656	450004093	23	F
936846655	450004093	26	F
936846654	450004093	19	F
936846653	450004093	19	F
936846652	450004093	18	F
936846651	450004093	20	F
936846650	450004093	18	F
936846649	450004093	26	F
936846648	450004093	20	F
936846647	450004093	22	F
936846646	450004093	24	F
936846645	450004093	18	F
936846644	450004093	23	F
936846643	450004093	19	F
936846642	450004093	19	F
936846641	450004093	20	F
936846640	450004093	19	F
936846639	450004093	19	F
936846638	450004093	22	F
936846637	450004093	20	F
936846636	450004093	21	F
936846635	450004093	18	F
936846634	450004093	18	F
936846633	450004093	19	F
936846632	450004093	19	F
936846631	450004093	22	F
936846630	450004093	20	F
936846629	450004093	19	F
936846628	450004093	19	F
936846627	450004093	21	F
936846626	450004093	19	F
936846625	450004093	18	F
936846624	450004093	24	F
936846623	450004093	19	F
936846622	450004093	22	F
936846621	450004093	21	F
936846620	450004093	19	F
936846619	450004093	18	F
936846618	450004093	19	F
936846617	450004093	21	F
936846616	450004093	19	F
936846615	450004093	21	F
936846614	450004093	22	F
936846613	450004093	19	F
936846612	450004093	20	F
936846611	450004093	18	F
936846610	450004093	22	F
936846609	450004093	19	F
936846608	450004093	19	F
936846607	450004093	18	F
936846606	450004093	23	F
936846605	450004093	23	F
936846604	450004093	22	F
936846603	450004093	23	F
936846602	450004093	18	F
936846601	450004093	20	F
936846600	450004093	19	F
936846599	450004093	18	F
936846598	450004093	19	F
936846597	450004093	19	F
936846596	450004093	18	F
936847132	450004093	21	F
936847131	450004093	20	F
936847130	450004093	18	F
936847129	450004093	21	F
936847128	450004093	21	F
936847127	450004093	22	F
936847126	450004093	20	F
936847125	450004093	19	F
936847124	450004093	18	F
936847123	450004093	19	F
936847122	450004093	19	F
936847121	450004093	19	F
936847120	450004093	21	F
936847119	450004093	23	F
936847118	450004093	22	F
936847117	450004093	18	F
936847116	450004093	23	F
936847115	450004093	19	F
936847114	450004093	22	F
936847113	450004093	19	F
936847112	450004093	18	F
936847111	450004093	36	F
936847110	450004093	20	F
936847109	450004093	20	F
936847108	450004093	18	F
936847107	450004093	21	F
936847106	450004093	18	F
936847105	450004093	20	F
936847104	450004093	21	F
936847103	450004093	20	F
936847102	450004093	21	F
936847101	450004093	24	F
936847100	450004093	22	F
936847099	450004093	19	F
936847098	450004093	19	F
936847097	450004093	21	F
936846595	450004093	23	F
936846594	450004093	19	F
936846593	450004093	23	F
936846592	450004093	21	F
936846591	450004093	18	F
936846590	450004093	18	F
936846589	450004093	18	F
936846588	450004093	18	F
936846587	450004093	19	F
936846586	450004093	20	F
936846585	450004093	24	F
936846584	450004093	19	F
936846583	450004093	18	F
936846582	450004093	19	F
936846581	450004093	22	F
936846580	450004093	20	F
936846579	450004093	24	F
936846578	450004093	24	F
936846577	450004093	19	F
936846576	450004093	22	F
936846575	450004093	20	F
936846574	450004093	18	F
936846573	450004093	18	F
936846572	450004093	22	F
936846571	450004093	19	F
936846570	450004093	18	F
936846569	450004093	19	F
936846568	450004093	21	F
936846567	450004093	18	F
936846566	450004093	18	F
936847096	450004093	22	F
936847095	450004093	22	F
936847094	450004093	19	F
936847093	450004093	18	F
936847092	450004093	18	F
936847091	450004093	19	F
936847090	450004093	21	F
936847089	450004093	21	F
936846565	450004093	19	F
936846564	450004093	24	F
936846563	450004093	22	F
936846562	450004093	20	F
936846561	450004093	22	F
936846560	450004093	19	F
936846559	450004093	23	F
936846558	450004093	21	F
936846557	450004093	19	F
936846556	450004093	19	F
936846555	450004093	23	F
936846554	450004093	23	F
936846553	450004093	21	F
936846552	450004093	21	F
936846551	450004093	22	F
936846550	450004093	18	F
936846549	450004093	19	F
936846548	450004093	19	F
936846547	450004093	19	F
936846546	450004093	22	F
936846545	450004093	24	F
936846544	450004093	24	F
936846543	450004093	19	F
936846542	450004093	22	F
936846541	450004093	19	F
936846540	450004093	19	F
936846539	450004093	20	F
936846538	450004093	19	F
936846537	450004093	21	F
936846536	450004093	19	F
936846535	450004093	19	F
936846534	450004093	18	F
936846533	450004093	24	F
936846532	450004093	28	F
936846531	450004093	22	F
936846530	450004093	25	F
936846529	450004093	20	F
936846528	450004093	23	F
936846527	450004093	22	F
936846526	450004093	21	F
936846525	450004093	24	F
936846524	450004093	24	F
936846523	450004093	19	F
936846522	450004093	19	F
936846521	450004093	18	F
936846520	450004093	19	F
936846519	450004093	23	F
936846518	450004093	19	F
936846517	450004093	21	F
936846516	450004093	21	F
936846515	450004093	20	F
936846514	450004093	18	F
936846513	450004093	24	F
936846512	450004093	19	F
936846511	450004093	24	F
936846510	450004093	22	F
936846509	450004093	19	F
936846508	450004093	19	F
936846507	450004093	19	F
936846506	450004093	19	F
936846505	450004093	18	F
936846504	450004093	19	F
936846503	450004093	24	F
936846502	450004093	19	F
936846501	450004093	18	F
936846014	450004093	17	M
936846015	450004093	17	M
936846016	450004093	17	M
936846017	450004093	20	M
936846018	450004093	19	M
936846019	450004093	21	M
936846020	450004093	22	M
936846021	450004093	22	M
936846022	450004093	19	M
936846023	450004093	22	M
936846024	450004093	18	M
936846025	450004093	22	M
936846026	450004093	19	M
936846027	450004093	19	M
936846028	450004093	18	M
936846029	450004093	22	M
936846030	450004093	21	M
936846031	450004093	22	M
936846032	450004093	24	M
936846033	450004093	19	M
936846034	450004093	18	M
936846035	450004093	22	M
936846036	450004093	20	M
936846037	450004093	18	M
936846038	450004093	21	M
936846039	450004093	20	M
936846040	450004093	22	M
936846041	450004093	22	M
936846042	450004093	19	M
936846043	450004093	19	M
936846044	450004093	22	M
936846045	450004093	19	M
936846046	450004093	18	M
936846047	450004093	21	M
936846048	450004093	18	M
936846049	450004093	18	M
936846050	450004093	21	M
936846051	450004093	22	M
936846052	450004093	22	M
936846053	450004093	19	M
936846054	450004093	19	M
936846055	450004093	24	M
936846056	450004093	23	M
936846057	450004093	21	M
936846058	450004093	19	M
936846059	450004093	22	M
936846060	450004093	19	M
936846061	450004093	23	M
936846062	450004093	22	M
936846063	450004093	20	M
936846064	450004093	19	M
936846065	450004093	19	M
936846066	450004093	23	M
936846067	450004093	23	M
936846068	450004093	23	M
936846069	450004093	18	M
936846070	450004093	20	M
936846071	450004093	21	M
936846072	450004093	21	M
936846073	450004093	19	M
936846074	450004093	19	M
936846075	450004093	21	M
936846076	450004093	18	M
936846077	450004093	23	M
936846078	450004093	18	M
936846079	450004093	18	M
936846080	450004093	24	M
936846081	450004093	23	M
936846082	450004093	20	M
936846083	450004093	19	M
936846084	450004093	24	M
936846085	450004093	20	M
936846086	450004093	32	M
936846087	450004093	18	M
936846088	450004093	18	M
936846089	450004093	22	M
936846090	450004093	19	M
936846091	450004093	18	M
936846092	450004093	21	M
936846093	450004093	23	M
936846094	450004093	22	M
936846095	450004093	21	M
936846096	450004093	19	M
936846097	450004093	31	M
936846098	450004093	18	M
936846099	450004093	23	M
936846100	450004093	20	M
936846101	450004093	19	M
936846102	450004093	19	M
936846103	450004093	20	M
936846104	450004093	18	M
936846105	450004093	19	M
936846106	450004093	21	M
936846107	450004093	19	M
936846108	450004093	23	M
936846109	450004093	19	M
936846110	450004093	20	M
936846111	450004093	24	M
936846112	450004093	21	M
936846113	450004093	18	M
936846114	450004093	19	M
936846115	450004093	19	M
936846116	450004093	20	M
936846117	450004093	18	M
936846118	450004093	19	M
936846119	450004093	19	M
936846120	450004093	19	M
936846121	450004093	25	M
936846122	450004093	19	M
936846123	450004093	63	M
936846124	450004093	25	M
936846125	450004093	19	M
936846126	450004093	21	M
936846127	450004093	21	M
936846128	450004093	24	M
936846129	450004093	23	M
936846130	450004093	22	M
936846131	450004093	21	M
936846132	450004093	18	M
936846133	450004093	18	M
936846134	450004093	19	M
936846135	450004093	19	M
936846136	450004093	19	M
936846137	450004093	22	M
936846138	450004093	35	M
936846139	450004093	18	M
936846140	450004093	24	M
936846141	450004093	18	M
936846142	450004093	21	M
936846143	450004093	19	M
936846144	450004093	19	M
936846145	450004093	18	M
936846146	450004093	22	M
936846147	450004093	29	M
936846148	450004093	19	M
936846149	450004093	24	M
936846150	450004093	19	M
936846151	450004093	21	M
936846152	450004093	21	M
936846153	450004093	18	M
936846154	450004093	22	M
936846155	450004093	19	M
936846156	450004093	18	M
936846157	450004093	22	M
936846158	450004093	19	M
936846159	450004093	21	M
936846160	450004093	24	M
936846161	450004093	22	M
936846162	450004093	23	M
936846163	450004093	19	M
936846164	450004093	19	M
936846165	450004093	18	M
936846166	450004093	22	M
936846167	450004093	19	M
936846168	450004093	18	M
936846169	450004093	21	M
936846170	450004093	18	M
936846171	450004093	19	M
936846172	450004093	19	M
936846500	450004093	19	F
936846499	450004093	21	F
936846498	450004093	19	F
936846497	450004093	19	F
936846496	450004093	21	F
936846495	450004093	19	F
936846494	450004093	20	F
936846493	450004093	18	F
936846492	450004093	19	F
936846491	450004093	22	F
936846490	450004093	19	F
936846489	450004093	22	F
936846488	450004093	23	F
936846487	450004093	23	F
936846486	450004093	23	F
936846485	450004093	19	F
936846484	450004093	19	F
936846483	450004093	21	F
936846482	450004093	19	F
936846481	450004093	18	F
936846480	450004093	23	F
936846479	450004093	18	F
936846478	450004093	18	F
936846477	450004093	18	F
936846476	450004093	20	F
936846475	450004093	23	F
936846474	450004093	19	F
936846473	450004093	21	F
936846472	450004093	23	F
936846471	450004093	19	F
936846470	450004093	22	F
936846469	450004093	20	F
936846468	450004093	22	F
936846467	450004093	18	F
936846466	450004093	20	F
936846465	450004093	19	F
936846464	450004093	20	F
936846463	450004093	19	F
936846462	450004093	22	F
936846461	450004093	23	F
936846460	450004093	23	F
936846459	450004093	19	F
936846458	450004093	19	F
936846457	450004093	22	F
936846173	450004093	20	M
936846174	450004093	19	M
936846175	450004093	18	M
936846176	450004093	21	M
936846177	450004093	22	M
936846178	450004093	23	M
936846179	450004093	21	M
936846180	450004093	19	M
936846181	450004093	21	M
936846182	450004093	19	M
936846183	450004093	23	M
936846184	450004093	21	M
936846185	450004093	20	M
936846186	450004093	24	M
936846187	450004093	20	M
936846188	450004093	18	M
936846189	450004093	19	M
936846190	450004093	21	M
936846191	450004093	18	M
936846192	450004093	21	M
936846193	450004093	23	M
936846194	450004093	19	M
936846195	450004093	29	M
936846196	450004093	20	M
936846197	450004093	21	M
936846198	450004093	20	M
936846199	450004093	20	M
936846200	450004093	19	M
936846201	450004093	19	M
936846202	450004093	19	M
936846203	450004093	18	M
936846204	450004093	21	M
936846205	450004093	23	M
936846206	450004093	28	M
936846207	450004093	19	M
936846208	450004093	18	M
936846209	450004093	23	M
936846210	450004093	20	M
936846211	450004093	19	M
936846212	450004093	21	M
936846213	450004093	21	M
936846214	450004093	21	M
936846215	450004093	19	M
936846216	450004093	19	M
936846217	450004093	22	M
936846218	450004093	20	M
936846219	450004093	18	M
936846220	450004093	24	M
936846221	450004093	20	M
936846222	450004093	19	M
936846223	450004093	18	M
936846224	450004093	24	M
936846225	450004093	18	M
936846226	450004093	19	M
936846227	450004093	19	M
936846228	450004093	22	M
936846229	450004093	21	M
936846230	450004093	18	M
936846231	450004093	19	M
936846232	450004093	27	M
936846233	450004093	20	M
936846234	450004093	22	M
936846235	450004093	21	M
936846236	450004093	19	M
936846237	450004093	20	M
936846238	450004093	19	M
936846239	450004093	20	M
936846240	450004093	21	M
936846241	450004093	21	M
936846242	450004093	18	M
936846243	450004093	19	M
936846244	450004093	20	M
936846245	450004093	19	M
936846246	450004093	23	M
936846247	450004093	21	M
936846248	450004093	18	M
936846249	450004093	20	M
936846250	450004093	34	M
936846251	450004093	18	M
936846456	450004093	20	F
936846455	450004093	18	F
936846252	450004093	18	M
936846253	450004093	19	M
936846254	450004093	20	M
936846255	450004093	23	M
936846256	450004093	21	M
936846257	450004093	19	M
936846258	450004093	18	M
936846259	450004093	19	M
936846260	450004093	21	M
936846261	450004093	24	M
936846262	450004093	19	M
936846263	450004093	19	M
936846264	450004093	19	M
936846265	450004093	19	M
936846266	450004093	18	M
936846267	450004093	19	M
936846268	450004093	18	M
936846269	450004093	18	M
936846270	450004093	19	M
936846271	450004093	19	M
936846272	450004093	19	M
936846273	450004093	20	M
936846274	450004093	24	M
936846275	450004093	19	M
936846276	450004093	19	M
936846277	450004093	19	M
936846278	450004093	19	M
936846279	450004093	19	M
936846280	450004093	20	M
936846281	450004093	20	M
936846282	450004093	21	M
936846283	450004093	19	M
936846284	450004093	21	M
936846285	450004093	18	M
936846286	450004093	19	M
936846287	450004093	20	M
936846288	450004093	20	M
936846289	450004093	19	M
936846290	450004093	19	M
936846291	450004093	19	M
936846292	450004093	19	M
936846293	450004093	19	M
936846294	450004093	34	M
936846295	450004093	21	M
936846296	450004093	18	M
936846297	450004093	21	M
936846298	450004093	19	M
936846299	450004093	19	M
936846300	450004093	22	M
936846301	450004093	20	M
936846302	450004093	18	M
936846303	450004093	19	M
936846304	450004093	20	M
936846305	450004093	21	M
936846306	450004093	21	M
936846307	450004093	20	M
936846308	450004093	19	M
936846309	450004093	22	M
936846310	450004093	21	M
936846311	450004093	21	M
936846312	450004093	21	M
936846313	450004093	21	M
936846314	450004093	30	M
936846315	450004093	24	M
936846316	450004093	18	M
936846317	450004093	18	M
936846318	450004093	18	M
936846319	450004093	20	M
936846320	450004093	21	M
936846321	450004093	23	M
936846322	450004093	18	M
936846323	450004093	23	M
936846324	450004093	20	M
936846325	450004093	19	M
936846326	450004093	21	M
936846327	450004093	19	M
936846328	450004093	19	M
936846329	450004093	18	M
936846330	450004093	21	M
936846331	450004093	24	M
936846332	450004093	22	M
936846454	450004093	17	F
936846453	450004093	17	F
936846452	450004093	18	M
936846451	450004093	23	M
936846450	450004093	21	M
936846449	450004093	19	M
936846448	450004093	22	M
936846447	450004093	19	M
936846446	450004093	23	M
936846445	450004093	19	M
936846444	450004093	23	M
936846443	450004093	19	M
936846442	450004093	20	M
936846441	450004093	18	M
936846440	450004093	18	M
936846439	450004093	18	M
936846438	450004093	20	M
936846437	450004093	18	M
936846436	450004093	22	M
936846435	450004093	21	M
936846434	450004093	18	M
936846433	450004093	19	M
936846432	450004093	19	M
936846431	450004093	18	M
936846430	450004093	20	M
936846429	450004093	20	M
936846428	450004093	18	M
936846427	450004093	22	M
936846426	450004093	19	M
936846425	450004093	23	M
936846424	450004093	21	M
936846423	450004093	37	M
936846422	450004093	20	M
936846421	450004093	21	M
936846420	450004093	19	M
936846419	450004093	23	M
936846418	450004093	18	M
936846417	450004093	22	M
936846416	450004093	18	M
936846415	450004093	19	M
936846414	450004093	21	M
936846413	450004093	18	M
936846412	450004093	20	M
936846411	450004093	19	M
936846410	450004093	20	M
936846409	450004093	24	M
936846408	450004093	24	M
936846407	450004093	18	M
936846406	450004093	24	M
936846405	450004093	23	M
936846404	450004093	19	M
936846403	450004093	20	M
936846402	450004093	19	M
936846401	450004093	18	M
936846400	450004093	18	M
936846399	450004093	21	M
936846398	450004093	20	M
936846397	450004093	19	M
936846396	450004093	20	M
936846395	450004093	21	M
936846394	450004093	21	M
936846392	450004093	23	M
936846391	450004093	21	M
936846390	450004093	23	M
936846389	450004093	24	M
936846388	450004093	20	M
936846387	450004093	19	M
936846386	450004093	19	M
936846385	450004093	18	M
936846384	450004093	22	M
936846383	450004093	24	M
936846382	450004093	19	M
936846381	450004093	23	M
936846380	450004093	22	M
936846379	450004093	19	M
936846378	450004093	19	M
936846377	450004093	21	M
936846376	450004093	23	M
936846375	450004093	18	M
936846374	450004093	23	M
936846373	450004093	19	M
936846372	450004093	22	M
936846371	450004093	34	M
936846370	450004093	22	M
936846369	450004093	20	M
936846368	450004093	25	M
936846367	450004093	19	M
936846366	450004093	19	M
936846365	450004093	23	M
936846364	450004093	19	M
936846363	450004093	19	M
936846362	450004093	20	M
936846361	450004093	21	M
936846360	450004093	27	M
936846359	450004093	20	M
936846358	450004093	19	M
936846357	450004093	28	M
936846356	450004093	18	M
936846355	450004093	22	M
936846333	450004093	19	M
936846334	450004093	22	M
936846335	450004093	19	M
936846336	450004093	19	M
936846337	450004093	18	M
936846338	450004093	19	M
936846339	450004093	20	M
936846340	450004093	21	M
936846341	450004093	21	M
936846342	450004093	19	M
936846343	450004093	22	M
936846344	450004093	19	M
936846345	450004093	19	M
936846346	450004093	19	M
936846347	450004093	19	M
936846348	450004093	20	M
936846349	450004093	29	M
936846350	450004093	18	M
936846351	450004093	18	M
936846352	450004093	20	M
936846353	450004093	18	M
936846354	450004093	23	M
936846917	450004093	21	F
936846918	450004093	19	F
936846919	450004093	24	F
936846920	450004093	21	F
936846921	450004093	19	F
936846922	450004093	18	F
936846923	450004093	23	F
936846924	450004093	24	F
936846925	450004093	19	F
936846926	450004093	20	F
936846927	450004093	19	F
936846928	450004093	19	F
936846929	450004093	18	F
936846930	450004093	22	F
936846931	450004093	53	F
936846932	450004093	19	F
936846933	450004093	29	F
936846934	450004093	23	F
936846935	450004093	19	F
936846936	450004093	24	F
936846937	450004093	18	F
936846938	450004093	24	F
936846939	450004093	19	F
936846940	450004093	19	F
936846941	450004093	19	F
936846942	450004093	23	F
936846943	450004093	22	F
936846944	450004093	22	F
936846945	450004093	21	F
936846946	450004093	23	F
936846947	450004093	19	F
936846948	450004093	19	F
936846949	450004093	19	F
936846950	450004093	22	F
936846951	450004093	27	F
936846952	450004093	18	F
936846953	450004093	20	F
936846954	450004093	19	F
936846955	450004093	18	F
936846956	450004093	18	F
936846957	450004093	19	F
936846958	450004093	22	F
936846959	450004093	21	F
936846960	450004093	19	F
936846961	450004093	22	F
936846962	450004093	19	F
936846963	450004093	18	F
936846964	450004093	20	F
936846965	450004093	20	F
936846966	450004093	19	F
936846967	450004093	23	F
936846968	450004093	22	F
936846969	450004093	20	F
936846970	450004093	21	F
936846971	450004093	20	F
936846972	450004093	21	F
936846973	450004093	45	F
936846974	450004093	19	F
936846975	450004093	19	F
936846976	450004093	19	F
936846977	450004093	20	F
936846978	450004093	18	F
936846979	450004093	19	F
936846980	450004093	20	F
936846981	450004093	22	F
936846982	450004093	22	F
936846983	450004093	40	F
936846984	450004093	20	F
936846985	450004093	21	F
936846986	450004093	21	F
936846987	450004093	19	F
936846988	450004093	18	F
936846989	450004093	24	F
936846990	450004093	22	F
936846991	450004093	20	F
936846992	450004093	22	F
936846993	450004093	19	F
936846994	450004093	22	F
936846995	450004093	23	F
936846996	450004093	24	F
936846997	450004093	19	F
936846998	450004093	20	F
936846999	450004093	19	F
936847000	450004093	18	F
936847001	450004093	18	F
936847002	450004093	24	F
936847003	450004093	24	F
936847004	450004093	18	F
936847005	450004093	20	F
936847006	450004093	22	F
936847007	450004093	19	F
936847008	450004093	19	F
936847009	450004093	21	F
936847010	450004093	19	F
936847011	450004093	24	F
936847012	450004093	23	F
936847013	450004093	19	F
936847014	450004093	18	F
936847015	450004093	20	F
936847016	450004093	19	F
936847017	450004093	18	F
936847018	450004093	19	F
936847019	450004093	21	F
936847020	450004093	27	F
936847021	450004093	20	F
936847022	450004093	18	F
936847023	450004093	22	F
936847024	450004093	18	F
936847025	450004093	19	F
936847026	450004093	21	F
936847027	450004093	19	F
936847186	450004093	21	F
936847187	450004093	19	F
936847188	450004093	21	F
936847189	450004093	23	F
936847190	450004093	22	F
936847191	450004093	19	F
936847192	450004093	46	F
936847193	450004093	18	F
936847194	450004093	23	F
936847195	450004093	19	F
936847196	450004093	20	F
936847197	450004093	22	F
936847198	450004093	18	F
936847088	450004093	19	F
936847199	450004093	18	F
936847200	450004093	19	F
936847201	450004093	19	F
936847202	450004093	18	F
936847203	450004093	24	F
936847204	450004093	19	F
936847087	450004093	24	F
936847086	450004093	19	F
936847085	450004093	19	F
936847084	450004093	21	F
936847083	450004093	18	F
936847082	450004093	19	F
936847081	450004093	21	F
936847080	450004093	23	F
936847079	450004093	19	F
936847078	450004093	18	F
936847077	450004093	20	F
936847076	450004093	19	F
936847075	450004093	18	F
936847205	450004093	19	F
936847206	450004093	19	F
936847207	450004093	21	F
936847208	450004093	19	F
936847209	450004093	22	F
936847210	450004093	22	F
936847211	450004093	19	F
936847212	450004093	22	F
936847213	450004093	19	F
936847214	450004093	19	F
936847215	450004093	21	F
936847216	450004093	23	F
936847217	450004093	18	F
936847074	450004093	18	F
936847073	450004093	21	F
936847072	450004093	19	F
936847071	450004093	21	F
936847070	450004093	19	F
936847069	450004093	18	F
936847068	450004093	20	F
936847067	450004093	24	F
936847066	450004093	36	F
936847065	450004093	20	F
936847064	450004093	21	F
936847063	450004093	18	F
936847062	450004093	24	F
936847061	450004093	19	F
936847060	450004093	18	F
936847059	450004093	20	F
936847058	450004093	22	F
936847057	450004093	22	F
