,sp_id,sp_gq_id,age,sex
1606,936848750,450004089,25,F
1607,936848749,450004089,19,F
1608,936848883,450004089,20,F
1609,936848882,450004089,19,F
1610,936848881,450004089,24,F
1611,936848880,450004089,19,F
1612,936848879,450004089,18,F
1613,936848878,450004089,19,F
1614,936848877,450004089,19,F
1615,936848876,450004089,18,F
1616,936848875,450004089,23,F
1617,936848874,450004089,19,F
1618,936848873,450004089,22,F
1619,936848872,450004089,19,F
1620,936848739,450004089,19,F
1621,936848740,450004089,19,F
1622,936848741,450004089,18,F
1623,936848742,450004089,20,F
1624,936848871,450004089,19,F
1625,936848870,450004089,19,F
1626,936848869,450004089,21,F
1627,936848800,450004089,21,F
1628,936848801,450004089,19,F
1629,936848802,450004089,24,F
1630,936848803,450004089,18,F
1631,936848868,450004089,18,F
1632,936848762,450004089,19,F
1633,936848867,450004089,27,F
1634,936848866,450004089,19,F
1635,936848774,450004089,18,F
1636,936848775,450004089,21,F
1637,936848776,450004089,24,F
1638,936848777,450004089,19,F
1639,936848778,450004089,21,F
1640,936848779,450004089,18,F
1641,936848780,450004089,20,F
1642,936848781,450004089,20,F
1643,936848782,450004089,19,F
1644,936848783,450004089,19,F
1645,936848784,450004089,19,F
1646,936848785,450004089,23,F
1647,936848786,450004089,19,F
1648,936848787,450004089,19,F
1649,936848788,450004089,19,F
1650,936848865,450004089,19,F
1651,936848864,450004089,24,F
1652,936848863,450004089,19,F
1653,936848862,450004089,18,F
1654,936848861,450004089,19,F
1655,936848860,450004089,21,F
1656,936848859,450004089,21,F
1657,936848858,450004089,18,F
1658,936848857,450004089,19,F
1659,936848856,450004089,18,F
1660,936848855,450004089,19,F
1661,936848854,450004089,19,F
1662,936848853,450004089,19,F
1663,936848852,450004089,19,F
1664,936848851,450004089,21,F
1665,936848850,450004089,19,F
1666,936848743,450004089,21,F
1667,936848744,450004089,19,F
1668,936848745,450004089,21,F
1669,936848746,450004089,18,F
1670,936848747,450004089,19,F
1671,936848748,450004089,22,F
1672,936848804,450004089,18,F
1673,936848805,450004089,28,F
1674,936848806,450004089,18,F
1675,936848807,450004089,19,F
1676,936848773,450004089,29,F
1677,936848772,450004089,19,F
1678,936848771,450004089,23,F
1679,936848770,450004089,19,F
1680,936848769,450004089,20,F
1681,936848789,450004089,20,F
1682,936848734,450004089,23,F
1683,936848733,450004089,18,F
1684,936848790,450004089,21,F
1685,936848791,450004089,18,F
1686,936848792,450004089,20,F
1687,936848793,450004089,19,F
1688,936848794,450004089,18,F
1689,936848795,450004089,24,F
1690,936848796,450004089,18,F
1691,936848797,450004089,19,F
1692,936848798,450004089,20,F
1693,936848799,450004089,18,F
1694,936848763,450004089,19,F
1695,936848764,450004089,18,F
1696,936848765,450004089,19,F
1697,936848706,450004089,31,M
1698,936848707,450004089,19,M
1699,936848708,450004089,20,M
1700,936848709,450004089,21,M
1701,936848710,450004089,19,M
1702,936844066,450004090,19,F
1703,936844067,450004090,18,F
1704,936844068,450004090,24,F
1705,936844069,450004090,21,F
1706,936844070,450004090,19,F
1707,936844071,450004090,19,F
1708,936844072,450004090,23,F
1709,936844073,450004090,18,F
1710,936844074,450004090,22,F
1711,936844075,450004090,18,F
1712,936844076,450004090,23,F
1713,936844077,450004090,20,F
1714,936844166,450004090,23,F
1715,936844165,450004090,18,F
1716,936843670,450004090,19,M
1717,936843671,450004090,20,M
1718,936843672,450004090,23,M
1719,936843673,450004090,18,M
1720,936843674,450004090,19,M
1721,936843675,450004090,47,M
1722,936843676,450004090,19,M
1723,936843677,450004090,23,M
1724,936843678,450004090,21,M
1725,936843679,450004090,19,M
1726,936843680,450004090,22,M
1727,936843681,450004090,18,M
1728,936843682,450004090,18,M
1729,936843683,450004090,20,M
1730,936843684,450004090,20,M
1731,936843685,450004090,19,M
1732,936843686,450004090,19,M
1733,936843687,450004090,21,M
1734,936843688,450004090,22,M
1735,936843689,450004090,19,M
1736,936843690,450004090,19,M
1737,936843691,450004090,23,M
1738,936843692,450004090,18,M
1739,936843693,450004090,22,M
1740,936843694,450004090,27,M
1741,936843695,450004090,20,M
1742,936843696,450004090,29,M
1743,936843697,450004090,18,M
1744,936843698,450004090,18,M
1745,936843699,450004090,23,M
1746,936843669,450004090,19,M
1747,936844178,450004090,20,F
1748,936844164,450004090,29,F
1749,936844078,450004090,19,F
1750,936844079,450004090,22,F
1751,936844080,450004090,19,F
1752,936844081,450004090,18,F
1753,936844082,450004090,19,F
1754,936844083,450004090,22,F
1755,936844084,450004090,18,F
1756,936844085,450004090,18,F
1757,936844086,450004090,19,F
1758,936844087,450004090,19,F
1759,936844088,450004090,22,F
1760,936843668,450004090,19,M
1761,936843667,450004090,20,M
1762,936843700,450004090,20,M
1763,936843701,450004090,23,M
1764,936843702,450004090,20,M
1765,936843703,450004090,18,M
1766,936843704,450004090,18,M
1767,936843705,450004090,19,M
1768,936843706,450004090,29,M
1769,936843707,450004090,19,M
1770,936843708,450004090,21,M
1771,936843709,450004090,20,M
1772,936843710,450004090,24,M
1773,936843711,450004090,20,M
1774,936843712,450004090,21,M
1775,936843713,450004090,19,M
1776,936843714,450004090,19,M
1777,936843715,450004090,21,M
1778,936843716,450004090,23,M
1779,936843717,450004090,19,M
1780,936843718,450004090,22,M
1781,936843719,450004090,19,M
1782,936843720,450004090,19,M
1783,936843721,450004090,23,M
1784,936843722,450004090,19,M
1785,936843723,450004090,18,M
1786,936844089,450004090,19,F
1787,936843724,450004090,20,M
1788,936843725,450004090,18,M
1789,936843726,450004090,18,M
1790,936843727,450004090,21,M
1791,936843728,450004090,18,M
1792,936843729,450004090,20,M
1793,936843730,450004090,19,M
1794,936843731,450004090,19,M
1795,936843732,450004090,24,F
1796,936843733,450004090,18,F
1797,936843734,450004090,21,F
1798,936843735,450004090,23,F
1799,936843736,450004090,19,F
1800,936843737,450004090,20,F
1801,936843738,450004090,20,F
1802,936843739,450004090,20,F
1803,936843740,450004090,20,F
1804,936843741,450004090,22,F
1805,936843742,450004090,20,F
1806,936843743,450004090,20,F
1807,936843744,450004090,18,F
1808,936843745,450004090,23,F
1809,936843746,450004090,19,F
1810,936843747,450004090,18,F
1811,936843748,450004090,19,F
1812,936843749,450004090,20,F
1813,936843750,450004090,18,F
1814,936843751,450004090,19,F
1815,936843752,450004090,22,F
1816,936843753,450004090,21,F
1817,936843754,450004090,19,F
1818,936843755,450004090,19,F
1819,936843756,450004090,21,F
1820,936843757,450004090,21,F
1821,936843758,450004090,23,F
1822,936843759,450004090,20,F
1823,936843760,450004090,19,F
1824,936843761,450004090,19,F
1825,936843762,450004090,19,F
1826,936843763,450004090,19,F
1827,936843764,450004090,28,F
1828,936843765,450004090,19,F
1829,936843766,450004090,19,F
1830,936843767,450004090,19,F
1831,936843768,450004090,19,F
1832,936843769,450004090,19,F
1833,936843770,450004090,19,F
1834,936843771,450004090,22,F
1835,936843772,450004090,23,F
1836,936843773,450004090,23,F
1837,936844177,450004090,18,F
1838,936844176,450004090,20,F
1839,936844175,450004090,21,F
1840,936843774,450004090,19,F
1841,936843775,450004090,19,F
1842,936843776,450004090,18,F
1843,936843777,450004090,19,F
1844,936843778,450004090,18,F
1845,936844090,450004090,18,F
1846,936844091,450004090,19,F
1847,936844092,450004090,19,F
1848,936844093,450004090,22,F
1849,936844094,450004090,18,F
1850,936844095,450004090,22,F
1851,936844096,450004090,21,F
1852,936844097,450004090,19,F
1853,936844098,450004090,22,F
1854,936844099,450004090,21,F
1855,936844100,450004090,19,F
1856,936844101,450004090,19,F
1857,936844102,450004090,21,F
1858,936844103,450004090,19,F
1859,936844104,450004090,20,F
1860,936844105,450004090,21,F
1861,936844106,450004090,18,F
1862,936844107,450004090,19,F
1863,936844108,450004090,18,F
1864,936844109,450004090,22,F
1865,936844110,450004090,22,F
1866,936844111,450004090,34,F
1867,936844112,450004090,19,F
1868,936844113,450004090,19,F
1869,936844114,450004090,30,F
1870,936844115,450004090,22,F
1871,936844116,450004090,22,F
1872,936844117,450004090,19,F
1873,936844118,450004090,19,F
1874,936844119,450004090,24,F
1875,936844120,450004090,19,F
1876,936844121,450004090,19,F
1877,936844122,450004090,19,F
1878,936844123,450004090,24,F
1879,936844124,450004090,19,F
1880,936844125,450004090,19,F
1881,936844126,450004090,19,F
1882,936844127,450004090,22,F
1883,936844128,450004090,20,F
1884,936844129,450004090,18,F
1885,936844130,450004090,21,F
1886,936843779,450004090,19,F
1887,936843780,450004090,18,F
1888,936843781,450004090,19,F
1889,936843782,450004090,19,F
1890,936843783,450004090,24,F
1891,936843784,450004090,23,F
1892,936843785,450004090,22,F
1893,936843786,450004090,19,F
1894,936843787,450004090,20,F
1895,936843788,450004090,24,F
1896,936843789,450004090,22,F
1897,936843790,450004090,19,F
1898,936843791,450004090,24,F
1899,936843792,450004090,19,F
1900,936843793,450004090,19,F
1901,936843794,450004090,19,F
1902,936843795,450004090,19,F
1903,936843796,450004090,22,F
1904,936843797,450004090,19,F
1905,936843798,450004090,18,F
1906,936843799,450004090,19,F
1907,936843800,450004090,18,F
1908,936843801,450004090,21,F
1909,936843802,450004090,21,F
1910,936843803,450004090,20,F
1911,936843804,450004090,23,F
1912,936843805,450004090,19,F
1913,936843806,450004090,21,F
1914,936843807,450004090,19,F
1915,936843808,450004090,18,F
1916,936843809,450004090,22,F
1917,936843810,450004090,18,F
1918,936843811,450004090,18,F
1919,936843812,450004090,21,F
1920,936843813,450004090,21,F
1921,936843814,450004090,19,F
1922,936843815,450004090,22,F
1923,936843816,450004090,19,F
1924,936843817,450004090,19,F
1925,936843818,450004090,18,F
1926,936843819,450004090,19,F
1927,936843820,450004090,28,F
1928,936843821,450004090,21,F
1929,936843822,450004090,19,F
1930,936843823,450004090,24,F
1931,936843824,450004090,20,F
1932,936843825,450004090,18,F
1933,936843826,450004090,19,F
1934,936843827,450004090,23,F
1935,936843828,450004090,24,F
1936,936843829,450004090,19,F
1937,936843830,450004090,19,F
1938,936843831,450004090,21,F
1939,936843832,450004090,23,F
1940,936843833,450004090,21,F
1941,936843834,450004090,23,F
1942,936843835,450004090,22,F
1943,936843836,450004090,20,F
1944,936843837,450004090,22,F
1945,936843838,450004090,19,F
1946,936843839,450004090,19,F
1947,936843840,450004090,19,F
1948,936843841,450004090,19,F
1949,936843842,450004090,19,F
1950,936843843,450004090,18,F
1951,936843844,450004090,24,F
1952,936843845,450004090,18,F
1953,936843846,450004090,22,F
1954,936843847,450004090,19,F
1955,936843848,450004090,19,F
1956,936843849,450004090,18,F
1957,936843850,450004090,21,F
1958,936843851,450004090,19,F
1959,936843852,450004090,19,F
1960,936843853,450004090,18,F
1961,936843854,450004090,19,F
1962,936843855,450004090,20,F
1963,936843856,450004090,24,F
1964,936843857,450004090,18,F
1965,936843858,450004090,22,F
1966,936843859,450004090,19,F
1967,936843860,450004090,34,F
1968,936843861,450004090,23,F
1969,936843862,450004090,21,F
1970,936843863,450004090,19,F
1971,936843864,450004090,20,F
1972,936843865,450004090,18,F
1973,936843866,450004090,21,F
1974,936843867,450004090,19,F
1975,936844131,450004090,26,F
1976,936844132,450004090,21,F
1977,936844133,450004090,19,F
1978,936844134,450004090,21,F
1979,936844135,450004090,24,F
1980,936844136,450004090,23,F
1981,936844137,450004090,22,F
1982,936844138,450004090,22,F
1983,936844139,450004090,18,F
1984,936844140,450004090,22,F
1985,936844141,450004090,21,F
1986,936844142,450004090,21,F
1987,936844143,450004090,19,F
1988,936844144,450004090,21,F
1989,936844145,450004090,20,F
1990,936844146,450004090,23,F
1991,936844147,450004090,19,F
1992,936844148,450004090,19,F
1993,936844149,450004090,22,F
1994,936844150,450004090,21,F
1995,936844151,450004090,19,F
1996,936844152,450004090,19,F
1997,936843868,450004090,30,F
1998,936843869,450004090,20,F
1999,936843870,450004090,22,F
2000,936843871,450004090,19,F
2001,936843872,450004090,19,F
2002,936843873,450004090,20,F
2003,936843874,450004090,22,F
2004,936843875,450004090,22,F
2005,936843876,450004090,19,F
2006,936843877,450004090,19,F
2007,936843878,450004090,19,F
2008,936843879,450004090,20,F
2009,936843880,450004090,18,F
2010,936843881,450004090,19,F
2011,936843882,450004090,22,F
2012,936843883,450004090,20,F
2013,936843884,450004090,21,F
2014,936843885,450004090,19,F
2015,936843886,450004090,24,F
2016,936843887,450004090,19,F
2017,936843888,450004090,19,F
2018,936843889,450004090,19,F
2019,936843890,450004090,19,F
2020,936843891,450004090,23,F
2021,936843892,450004090,19,F
2022,936843893,450004090,20,F
2023,936843894,450004090,19,F
2024,936843895,450004090,20,F
2025,936843896,450004090,20,F
2026,936843897,450004090,18,F
2027,936843898,450004090,19,F
2028,936843899,450004090,21,F
2029,936843900,450004090,20,F
2030,936843901,450004090,19,F
2031,936843902,450004090,19,F
2032,936843903,450004090,19,F
2033,936843904,450004090,18,F
2034,936843905,450004090,19,F
2035,936843906,450004090,21,F
2036,936843633,450004090,19,M
2037,936843907,450004090,18,F
2038,936843908,450004090,18,F
2039,936843909,450004090,19,F
2040,936843910,450004090,21,F
2041,936843911,450004090,21,F
2042,936843912,450004090,19,F
2043,936843913,450004090,18,F
2044,936843914,450004090,22,F
2045,936843915,450004090,18,F
2046,936843916,450004090,19,F
2047,936843917,450004090,19,F
2048,936843918,450004090,21,F
2049,936843919,450004090,28,F
2050,936843920,450004090,20,F
2051,936843921,450004090,19,F
2052,936843922,450004090,23,F
2053,936843923,450004090,19,F
2054,936843924,450004090,22,F
2055,936843925,450004090,24,F
2056,936843926,450004090,19,F
2057,936843927,450004090,20,F
2058,936843928,450004090,19,F
2059,936843929,450004090,21,F
2060,936843930,450004090,19,F
2061,936843931,450004090,24,F
2062,936843932,450004090,19,F
2063,936843933,450004090,19,F
2064,936843934,450004090,18,F
2065,936843935,450004090,18,F
2066,936843936,450004090,18,F
2067,936843937,450004090,18,F
2068,936843938,450004090,18,F
2069,936843939,450004090,21,F
2070,936843940,450004090,24,F
2071,936843941,450004090,61,F
2072,936843942,450004090,19,F
2073,936843943,450004090,19,F
2074,936843944,450004090,22,F
2075,936843945,450004090,18,F
2076,936843946,450004090,20,F
2077,936843634,450004090,19,M
2078,936843635,450004090,20,M
2079,936843636,450004090,18,M
2080,936843637,450004090,19,M
2081,936843638,450004090,20,M
2082,936843639,450004090,23,M
2083,936843640,450004090,19,M
2084,936843641,450004090,20,M
2085,936843642,450004090,19,M
2086,936843643,450004090,21,M
2087,936843947,450004090,22,F
2088,936843948,450004090,22,F
2089,936843949,450004090,21,F
2090,936843950,450004090,19,F
2091,936843951,450004090,18,F
2092,936843952,450004090,24,F
2093,936843953,450004090,29,F
2094,936843954,450004090,19,F
2095,936843955,450004090,22,F
2096,936843956,450004090,21,F
2097,936843957,450004090,21,F
2098,936843958,450004090,21,F
2099,936843959,450004090,18,F
2100,936843960,450004090,18,F
2101,936843961,450004090,20,F
2102,936843962,450004090,19,F
2103,936843963,450004090,20,F
2104,936843964,450004090,19,F
2105,936843965,450004090,19,F
2106,936843966,450004090,22,F
2107,936843967,450004090,19,F
2108,936843968,450004090,18,F
2109,936843969,450004090,20,F
2110,936843970,450004090,19,F
2111,936843971,450004090,18,F
2112,936843972,450004090,21,F
2113,936843973,450004090,18,F
2114,936843974,450004090,19,F
2115,936843975,450004090,19,F
2116,936843976,450004090,19,F
2117,936843977,450004090,22,F
2118,936843978,450004090,18,F
2119,936843979,450004090,18,F
2120,936843980,450004090,19,F
2121,936843981,450004090,24,F
2122,936843982,450004090,19,F
2123,936843983,450004090,20,F
2124,936843984,450004090,18,F
2125,936843985,450004090,18,F
2126,936843986,450004090,19,F
2127,936843987,450004090,19,F
2128,936843988,450004090,19,F
2129,936843989,450004090,18,F
2130,936843990,450004090,18,F
2131,936843991,450004090,18,F
2132,936843992,450004090,24,F
2133,936843993,450004090,20,F
2134,936843994,450004090,23,F
2135,936843995,450004090,25,F
2136,936843996,450004090,21,F
2137,936843997,450004090,23,F
2138,936843998,450004090,29,F
2139,936843999,450004090,23,F
2140,936844000,450004090,20,F
2141,936844001,450004090,19,F
2142,936844002,450004090,24,F
2143,936844003,450004090,20,F
2144,936844004,450004090,18,F
2145,936844005,450004090,19,F
2146,936844006,450004090,22,F
2147,936844007,450004090,19,F
2148,936844153,450004090,18,F
2149,936843644,450004090,19,M
2150,936844172,450004090,19,F
2151,936843666,450004090,19,M
2152,936843665,450004090,19,M
2153,936843664,450004090,20,M
2154,936844171,450004090,24,F
2155,936844170,450004090,18,F
2156,936844169,450004090,19,F
2157,936844168,450004090,21,F
2158,936844167,450004090,18,F
2159,936844154,450004090,20,F
2160,936844174,450004090,19,F
2161,936844173,450004090,19,F
2162,936843663,450004090,20,M
2163,936843662,450004090,22,M
2164,936843661,450004090,22,M
2165,936843660,450004090,19,M
2166,936843659,450004090,23,M
2167,936843658,450004090,24,M
2168,936843657,450004090,18,M
2169,936844155,450004090,19,F
2170,936844156,450004090,22,F
2171,936843656,450004090,19,M
2172,936843655,450004090,25,M
2173,936843654,450004090,23,M
2174,936843653,450004090,24,M
2175,936843652,450004090,23,M
2176,936844157,450004090,24,F
2177,936844158,450004090,19,F
2178,936844159,450004090,18,F
2179,936844160,450004090,20,F
2180,936844161,450004090,19,F
2181,936844162,450004090,22,F
2182,936844163,450004090,21,F
2183,936843651,450004090,24,M
2184,936843650,450004090,19,M
2185,936843649,450004090,20,M
2186,936843648,450004090,21,M
2187,936843647,450004090,22,M
2188,936844008,450004090,22,F
2189,936844009,450004090,19,F
2190,936844010,450004090,22,F
2191,936844011,450004090,19,F
2192,936844012,450004090,19,F
2193,936844013,450004090,19,F
2194,936844014,450004090,21,F
2195,936844015,450004090,19,F
2196,936844016,450004090,23,F
2197,936844017,450004090,22,F
2198,936844018,450004090,24,F
2199,936844019,450004090,19,F
2200,936844020,450004090,19,F
2201,936844021,450004090,24,F
2202,936844022,450004090,18,F
2203,936844023,450004090,22,F
2204,936844024,450004090,24,F
2205,936844025,450004090,19,F
2206,936844026,450004090,18,F
2207,936844027,450004090,20,F
2208,936844028,450004090,23,F
2209,936844029,450004090,19,F
2210,936844030,450004090,19,F
2211,936844031,450004090,21,F
2212,936844032,450004090,22,F
2213,936844033,450004090,21,F
2214,936844034,450004090,19,F
2215,936844035,450004090,23,F
2216,936844036,450004090,22,F
2217,936844037,450004090,18,F
2218,936844038,450004090,23,F
2219,936844039,450004090,18,F
2220,936844040,450004090,21,F
2221,936844041,450004090,19,F
2222,936844042,450004090,20,F
2223,936844043,450004090,24,F
2224,936844044,450004090,21,F
2225,936843646,450004090,35,M
2226,936843645,450004090,19,M
2227,936844045,450004090,21,F
2228,936844046,450004090,18,F
2229,936844047,450004090,18,F
2230,936844048,450004090,21,F
2231,936844049,450004090,18,F
2232,936844050,450004090,19,F
2233,936844051,450004090,19,F
2234,936844052,450004090,21,F
2235,936844053,450004090,23,F
2236,936844054,450004090,18,F
2237,936844055,450004090,19,F
2238,936844056,450004090,19,F
2239,936844057,450004090,28,F
2240,936844058,450004090,23,F
2241,936844059,450004090,19,F
2242,936844060,450004090,19,F
2243,936844061,450004090,23,F
2244,936844062,450004090,21,F
2245,936844063,450004090,20,F
2246,936844064,450004090,19,F
2247,936844065,450004090,19,F
2248,940557043,450033310,86,M
2249,940557040,450033310,76,M
2250,940557051,450033310,94,M
2251,940557050,450033310,67,M
2252,940557049,450033310,78,M
2253,940557048,450033310,73,M
2254,940557047,450033310,83,M
2255,940557046,450033310,77,M
2256,940557045,450033310,85,M
2257,940557044,450033310,94,M
2258,940557039,450033310,89,M
2259,940557038,450033310,94,M
2260,939365797,450033310,37,F
2261,939365798,450033310,60,F
2262,940333624,450033310,45,M
2263,940333625,450033310,46,M
2264,940333626,450033310,47,M
2265,940333627,450033310,64,M
2266,939721608,450033310,104,F
2267,939721607,450033310,73,F
2268,939721606,450033310,85,F
2269,939721567,450033310,88,F
2270,939721568,450033310,89,F
2271,939365799,450033310,63,F
2272,939721600,450033310,85,F
2273,939721599,450033310,74,F
2274,939721598,450033310,88,F
2275,939721597,450033310,98,F
2276,939721596,450033310,84,F
2277,939721595,450033310,94,F
2278,939721594,450033310,85,F
2279,939721593,450033310,84,F
2280,939721592,450033310,85,F
2281,939721591,450033310,87,F
2282,939721590,450033310,99,F
2283,939721589,450033310,80,F
2284,939721588,450033310,86,F
2285,940557035,450033310,94,M
2286,940557036,450033310,87,M
2287,940557037,450033310,78,M
2288,939721569,450033310,96,F
2289,939721570,450033310,79,F
2290,939721571,450033310,93,F
2291,939721605,450033310,90,F
2292,939721604,450033310,76,F
2293,939721603,450033310,82,F
2294,939721602,450033310,82,F
2295,939721601,450033310,100,F
2296,939721587,450033310,82,F
2297,939721586,450033310,87,F
2298,939721585,450033310,70,F
2299,939721584,450033310,76,F
2300,939721583,450033310,87,F
2301,939721582,450033310,82,F
2302,939721581,450033310,87,F
2303,939721580,450033310,98,F
2304,939721579,450033310,98,F
2305,939721578,450033310,70,F
2306,939721577,450033310,92,F
2307,939721576,450033310,77,F
2308,939721575,450033310,81,F
2309,939721572,450033310,92,F
2310,939721573,450033310,86,F
2311,939721574,450033310,86,F
2312,940557041,450033310,79,M
2313,940557042,450033310,78,M
2314,939721642,450033311,65,F
2315,940333628,450033311,64,M
2316,940333629,450033311,56,M
2317,940333630,450033311,57,M
2318,940557057,450033311,85,M
2319,940557056,450033311,96,M
2320,940557055,450033311,91,M
2321,940557054,450033311,73,M
2322,940557053,450033311,79,M
2323,940557052,450033311,70,M
2324,939365800,450033311,50,F
2325,939365801,450033311,35,F
2326,939721644,450033311,75,F
2327,939721643,450033311,76,F
2328,939721641,450033311,87,F
2329,939721640,450033311,89,F
2330,939721639,450033311,76,F
2331,939721649,450033311,75,F
2332,939721648,450033311,99,F
2333,939721647,450033311,90,F
2334,939721646,450033311,91,F
2335,939721645,450033311,78,F
2336,939721650,450033311,92,F
2337,939721620,450033311,75,F
2338,939721621,450033311,76,F
2339,939721622,450033311,66,F
2340,939721623,450033311,78,F
2341,939721624,450033311,85,F
2342,939721625,450033311,89,F
2343,939721626,450033311,99,F
2344,939721627,450033311,85,F
2345,939721628,450033311,75,F
2346,939721629,450033311,74,F
2347,939721630,450033311,84,F
2348,939721631,450033311,75,F
2349,939721632,450033311,88,F
2350,939721633,450033311,74,F
2351,939721634,450033311,84,F
2352,939721635,450033311,88,F
2353,939721636,450033311,90,F
2354,939721637,450033311,86,F
2355,939721638,450033311,81,F
2356,940557067,450033311,84,M
2357,940557066,450033311,81,M
2358,940557065,450033311,82,M
2359,940557064,450033311,89,M
2360,940557063,450033311,77,M
2361,940557062,450033311,75,M
2362,940557061,450033311,94,M
2363,940557060,450033311,75,M
2364,940557059,450033311,75,M
2365,940557058,450033311,86,M
2366,939721609,450033311,86,F
2367,939721610,450033311,77,F
2368,939721611,450033311,102,F
2369,939721612,450033311,77,F
2370,939721613,450033311,72,F
2371,939721614,450033311,77,F
2372,939721615,450033311,87,F
2373,939721616,450033311,84,F
2374,939721617,450033311,72,F
2375,939721618,450033311,85,F
2376,939721619,450033311,84,F
2377,939432023,450000056,88,F
2378,939432024,450000056,83,F
2379,939431989,450000056,88,F
2380,939431990,450000056,79,F
2381,939431991,450000056,82,F
2382,939431992,450000056,85,F
2383,939431993,450000056,78,F
2384,939431994,450000056,90,F
2385,939431995,450000056,76,F
2386,939431996,450000056,82,F
2387,939431997,450000056,79,F
2388,939431998,450000056,88,F
2389,939432025,450000056,100,F
2390,939432026,450000056,77,F
2391,939432027,450000056,76,F
2392,939432036,450000056,86,F
2393,939432035,450000056,74,F
2394,939432034,450000056,78,F
2395,939431999,450000056,68,F
2396,939432033,450000056,83,F
2397,939432032,450000056,95,F
2398,939432031,450000056,76,F
2399,939432030,450000056,86,F
2400,940436068,450000056,68,M
2401,940436072,450000056,89,M
2402,940436071,450000056,95,M
2403,940436070,450000056,89,M
2404,939432000,450000056,88,F
2405,939432001,450000056,97,F
2406,939432002,450000056,93,F
2407,939432003,450000056,76,F
2408,939432004,450000056,80,F
2409,939432005,450000056,96,F
2410,939432006,450000056,71,F
2411,939432007,450000056,103,F
2412,939432008,450000056,77,F
2413,939432009,450000056,81,F
2414,939432010,450000056,79,F
2415,939432011,450000056,91,F
2416,939432012,450000056,88,F
2417,939431977,450000056,88,F
2418,939431978,450000056,76,F
2419,939431979,450000056,79,F
2420,939432013,450000056,92,F
2421,939432039,450000056,88,F
2422,939432014,450000056,94,F
2423,939431980,450000056,91,F
2424,939431981,450000056,97,F
2425,939342793,450000056,34,F
2426,939342794,450000056,56,F
2427,939342795,450000056,61,F
2428,939342796,450000056,60,F
2429,939342797,450000056,64,F
2430,939342798,450000056,47,F
2431,939431982,450000056,87,F
2432,939431983,450000056,94,F
2433,940441876,450000056,90,M
2434,940441875,450000056,69,M
2435,940441874,450000056,74,M
2436,940441873,450000056,78,M
2437,940441872,450000056,77,M
2438,939432038,450000056,91,F
2439,939432037,450000056,69,F
2440,940293728,450000056,28,M
2441,940293727,450000056,51,M
2442,939432047,450000056,66,F
2443,939432049,450000056,81,F
2444,939432050,450000056,88,F
2445,939432051,450000056,99,F
2446,939432052,450000056,97,F
2447,939432053,450000056,85,F
2448,940293726,450000056,56,M
2449,940293725,450000056,53,M
2450,939432054,450000056,85,F
2451,939432046,450000056,79,F
2452,939432045,450000056,86,F
2453,939432044,450000056,79,F
2454,939432055,450000056,94,F
2455,939432056,450000056,68,F
2456,940293724,450000056,64,M
2457,940293723,450000056,26,M
2458,940439222,450000056,98,M
2459,940436069,450000056,94,M
2460,940293722,450000056,52,M
2461,940293721,450000056,30,M
2462,939432028,450000056,91,F
2463,940439223,450000056,90,M
2464,939432048,450000056,82,F
2465,939432043,450000056,75,F
2466,939432042,450000056,80,F
2467,940436078,450000056,84,M
2468,940439224,450000056,87,M
2469,940439225,450000056,88,M
2470,940436077,450000056,84,M
2471,940436076,450000056,87,M
2472,940436075,450000056,85,M
2473,940436074,450000056,88,M
2474,940436073,450000056,84,M
2475,939432041,450000056,79,F
2476,939432040,450000056,68,F
2477,940441871,450000056,79,M
2478,940441870,450000056,80,M
2479,940441869,450000056,82,M
2480,939432029,450000056,80,F
2481,939432015,450000056,87,F
2482,939432016,450000056,89,F
2483,940435689,450000056,86,M
2484,939432017,450000056,83,F
2485,939432018,450000056,65,F
2486,939432019,450000056,82,F
2487,939431984,450000056,85,F
2488,939431985,450000056,88,F
2489,939431986,450000056,66,F
2490,939431987,450000056,82,F
2491,939432020,450000056,88,F
2492,939432021,450000056,83,F
2493,939432022,450000056,86,F
2494,939431988,450000056,91,F
2495,936845813,450004091,20,F
2496,936845977,450004091,18,F
2497,936845976,450004091,38,F
2498,936845975,450004091,19,F
2499,936845655,450004091,20,F
2500,936845339,450004091,19,M
2501,936845340,450004091,18,M
2502,936845341,450004091,19,M
2503,936845342,450004091,18,M
2504,936845343,450004091,19,M
2505,936845344,450004091,18,M
2506,936845345,450004091,18,M
2507,936845346,450004091,21,M
2508,936845347,450004091,22,M
2509,936845348,450004091,19,M
2510,936845349,450004091,18,M
2511,936845350,450004091,19,M
2512,936845351,450004091,18,M
2513,936845396,450004091,21,M
2514,936845395,450004091,19,M
2515,936845394,450004091,23,M
2516,936845336,450004091,18,M
2517,936845337,450004091,21,M
2518,936845338,450004091,19,M
2519,936845823,450004091,18,F
2520,936845824,450004091,19,F
2521,936845825,450004091,23,F
2522,936845826,450004091,18,F
2523,936845827,450004091,19,F
2524,936845828,450004091,22,F
2525,936845829,450004091,18,F
2526,936845352,450004091,19,M
2527,936845353,450004091,23,M
2528,936845354,450004091,18,M
2529,936845355,450004091,24,M
2530,936845356,450004091,29,M
2531,936845357,450004091,19,M
2532,936845358,450004091,20,M
2533,936845359,450004091,19,M
2534,936845360,450004091,23,M
2535,936845361,450004091,19,M
2536,936845362,450004091,20,M
2537,936845363,450004091,18,M
